image_id,timestamp,sonar_ping_id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,class,confidence,heading_deg,speed_m_s,latitude,longitude,depth_m
IMG-004013,2025-08-31T13:44:39.106326Z,PING-006369,0.5519,0.3251,0.7478,0.3993,fish,0.92,13.32,2.93,24.570799,67.425476,150.58
IMG-004014,2025-09-14T00:21:14.312799Z,PING-000813,0.1923,0.0569,0.3012,0.0809,fish,0.72,312.7,0.83,24.755541,66.662236,104.67
IMG-004015,2025-09-02T13:32:49.230924Z,PING-018433,0.0775,0.3501,0.1524,0.3889,rock,0.91,238.77,0.89,24.737099,67.262825,155.81
IMG-004016,2025-09-21T08:27:09.891428Z,PING-013488,0.1564,0.3733,0.1974,0.4316,rock,0.61,95.67,1.4,24.229859,67.61245,258.49
IMG-004017,2025-09-21T15:22:03.032922Z,PING-011665,0.133,0.4256,0.2937,0.526,fish,0.76,351.54,1.95,24.480397,67.395102,401.34
IMG-004018,2025-09-03T16:31:03.130880Z,PING-016859,0.1464,0.1912,0.3335,0.32,buoy,0.95,312.98,0.86,25.308476,66.781371,367.99
IMG-004019,2025-09-01T16:03:58.507656Z,PING-011301,0.2694,0.1607,0.2975,0.2196,buoy,0.9,112.56,2.06,24.127934,66.973711,5.68
IMG-004020,2025-09-07T02:36:34.592979Z,PING-004838,0.2202,0.3565,0.3923,0.4055,fish,0.59,38.14,2.69,24.903215,67.079194,322.92
IMG-004021,2025-09-01T23:39:12.566170Z,PING-010644,0.2652,0.0789,0.372,0.3103,buoy,0.68,359.14,1.8,25.348901,66.580618,41.31
IMG-004022,2025-09-14T22:35:13.619195Z,PING-007842,0.4399,0.4162,0.4822,0.4506,buoy,0.68,96.35,1.24,24.883418,67.049109,231.39
IMG-004023,2025-09-19T13:14:14.359732Z,PING-000184,0.1609,0.0267,0.4375,0.1561,wreck,0.69,324.94,1.45,24.579175,67.207228,92.25
IMG-004024,2025-09-14T23:05:49.500705Z,PING-011298,0.3536,0.1969,0.5288,0.2844,submersible,0.87,357.28,1.57,25.209606,67.306146,325.3
IMG-004025,2025-09-19T12:00:11.056653Z,PING-003923,0.1354,0.0911,0.223,0.1604,fish,0.83,341.94,1.41,25.527818,67.022425,202.78
IMG-004026,2025-09-06T16:18:18.381825Z,PING-006827,0.5256,0.4734,0.5456,0.5619,fish,0.6,156.88,2.82,24.631118,66.354613,56.86
IMG-004027,2025-08-30T11:01:08.285460Z,PING-019744,0.1352,0.3718,0.3686,0.517,fish,0.7,326.07,1.94,24.767579,67.162263,92.01
IMG-004028,2025-09-16T21:47:43.553038Z,PING-003906,0.3337,0.1823,0.6706,0.5223,rock,0.87,217.65,0.98,24.075711,67.068953,93.8
IMG-004029,2025-09-05T14:00:44.614710Z,PING-000477,0.0899,0.3627,0.1122,0.4115,submersible,0.62,318.51,1.15,25.097714,66.934161,39.89
IMG-004030,2025-09-14T21:47:08.676377Z,PING-010612,0.3098,0.2588,0.3551,0.2788,fish,0.79,308.45,1.01,24.285227,67.530921,52.32
IMG-004031,2025-09-02T21:20:03.795000Z,PING-007545,0.2749,0.1009,0.4703,0.229,fish,0.85,284.86,1.51,23.610695,67.012176,55.72
IMG-004032,2025-08-28T04:57:21.910802Z,PING-019925,0.0831,0.2688,0.3058,0.3575,fish,0.86,81.51,0.74,24.385373,66.982099,70.24
IMG-004033,2025-09-24T13:07:46.711287Z,PING-014865,0.1681,0.3121,0.3824,0.3984,fish,0.93,343.48,2.03,24.646537,66.129116,241.02
IMG-004034,2025-08-30T10:56:09.005939Z,PING-002562,0.4212,0.423,0.4971,0.5277,fish,0.48,323.2,2.13,24.786612,66.729296,349.01
IMG-004035,2025-09-24T10:08:01.913736Z,PING-018578,0.4491,0.6304,0.4864,0.7077,fish,0.54,170.55,0.69,24.678654,67.48947,95.95
IMG-004036,2025-09-24T02:06:44.282595Z,PING-002119,0.3514,0.3922,0.5117,0.4762,buoy,0.49,81.29,1.89,25.186703,67.259744,121.02
IMG-004037,2025-09-18T14:01:11.222713Z,PING-003228,0.2832,0.1054,0.3318,0.2306,rock,0.64,210.56,0.6,24.85227,66.659978,207.36
IMG-004038,2025-09-14T13:15:19.015100Z,PING-017838,0.3373,0.3825,0.3992,0.5439,fish,0.61,204.6,2.39,24.767659,66.529369,240.34
IMG-004039,2025-09-12T02:29:30.571634Z,PING-016005,0.2174,0.1913,0.3099,0.2658,rock,0.44,135.94,1.36,24.300594,66.541861,158.46
IMG-004040,2025-09-20T18:03:49.903002Z,PING-016482,0.2505,0.3416,0.4727,0.3724,buoy,0.75,84.98,1.1,23.963148,67.10015,313.31
IMG-004041,2025-09-03T10:52:01.937421Z,PING-016403,0.3475,0.1722,0.4301,0.2895,buoy,0.86,79.56,2.87,24.942167,68.122011,122.97
IMG-004042,2025-09-08T19:12:04.400144Z,PING-004124,0.3557,0.6047,0.4344,0.6981,submersible,0.76,149.03,0.7,24.442574,66.462787,83.76
IMG-004043,2025-09-13T08:25:53.497981Z,PING-004856,0.5291,0.3122,0.5933,0.3924,fish,0.58,190.64,1.71,24.950462,66.540661,90.05
IMG-004044,2025-09-07T02:31:40.410837Z,PING-016674,0.036,0.0422,0.2054,0.1651,buoy,0.72,85.67,3.6,24.255343,66.774174,105.37
IMG-004045,2025-09-07T14:15:39.586385Z,PING-000517,0.1253,0.4463,0.2466,0.5957,buoy,0.74,216.83,1.56,24.709223,66.178885,114.26
IMG-004046,2025-09-04T16:16:32.555548Z,PING-003301,0.1462,0.154,0.2009,0.3526,rock,0.63,131.88,1.14,25.519587,66.032632,501.42
IMG-004047,2025-09-11T16:43:03.566229Z,PING-011422,0.2356,0.2716,0.3373,0.3104,rock,0.66,329.03,2.08,24.729294,67.172838,22.05
IMG-004048,2025-09-20T06:53:03.873998Z,PING-003429,0.298,0.7485,0.3908,0.7685,wreck,0.9,45.2,1.77,25.98452,67.151553,35.64
IMG-004049,2025-08-31T19:34:16.253175Z,PING-017363,0.5052,0.0435,0.5695,0.2394,rock,0.92,81.01,1.76,24.853118,66.637099,212.18
IMG-004050,2025-09-22T19:15:45.133832Z,PING-002323,0.4827,0.1316,0.55,0.2028,rock,0.51,102.89,1.13,24.427328,66.821216,95.9
IMG-004051,2025-09-15T10:36:49.895898Z,PING-017137,0.1197,0.5357,0.2479,0.5939,buoy,0.64,103.34,1.24,24.740337,67.42224,122.29
IMG-004052,2025-09-19T11:13:38.864650Z,PING-007968,0.3829,0.21,0.4362,0.3403,fish,0.87,321.43,0.27,24.654214,66.85025,146.61
IMG-004053,2025-09-11T10:55:40.972680Z,PING-004857,0.1003,0.1928,0.2065,0.2338,rock,0.36,15.0,2.35,25.257308,67.225613,306.81
IMG-004054,2025-09-18T03:43:21.987474Z,PING-000348,0.3818,0.0444,0.4358,0.1965,fish,0.89,195.97,0.68,25.157658,66.911339,184.06
IMG-004055,2025-08-26T06:08:06.127287Z,PING-001981,0.4489,0.211,0.6326,0.4501,fish,0.56,295.72,1.72,25.474744,66.379439,228.62
IMG-004056,2025-09-19T07:42:16.758412Z,PING-011688,0.4598,0.1914,0.5717,0.2966,submersible,0.86,314.17,2.25,24.524467,66.803104,46.05
IMG-004057,2025-08-26T23:22:14.620132Z,PING-019197,0.3494,0.2272,0.4068,0.3303,rock,0.71,15.49,1.56,24.15348,67.475753,137.09
IMG-004058,2025-09-21T11:12:30.168916Z,PING-002816,0.2447,0.094,0.3672,0.2298,fish,0.84,223.99,1.09,24.166147,67.797334,185.45
IMG-004059,2025-09-24T12:41:02.138226Z,PING-018367,0.3594,0.2233,0.4404,0.2824,fish,0.42,350.84,2.4,24.295138,67.164473,38.96
IMG-004060,2025-09-03T14:11:57.559345Z,PING-009747,0.5534,0.0394,0.6582,0.1473,fish,0.66,287.44,2.2,24.376028,67.156026,237.14
IMG-004061,2025-09-01T01:54:00.395276Z,PING-006360,0.142,0.0223,0.2966,0.0423,rock,0.45,31.44,2.31,24.675321,66.622715,293.69
IMG-004062,2025-09-17T17:31:56.536503Z,PING-001132,0.2938,0.4619,0.3557,0.5612,fish,0.74,348.7,0.87,24.508441,67.506322,130.93
IMG-004063,2025-09-02T08:38:58.973048Z,PING-002321,0.1811,0.2825,0.232,0.3025,fish,0.88,289.57,1.76,24.855672,67.347937,7.93
IMG-004064,2025-09-20T17:40:32.394565Z,PING-003203,0.6381,0.1671,0.6581,0.2579,buoy,0.99,170.78,2.18,25.020067,66.888806,322.31
IMG-004065,2025-08-28T20:31:02.696255Z,PING-009874,0.3996,0.5314,0.5801,0.6499,buoy,0.75,224.03,0.86,24.293747,67.956332,273.39
IMG-004066,2025-08-29T13:09:30.566398Z,PING-003454,0.1094,0.0435,0.1294,0.2132,buoy,0.99,118.76,1.26,24.958888,66.9839,41.75
IMG-004067,2025-09-24T03:27:35.528204Z,PING-018702,0.2636,0.2744,0.3172,0.4155,fish,0.78,177.91,1.45,24.653114,66.621229,141.72
IMG-004068,2025-09-14T23:38:05.121699Z,PING-003051,0.3739,0.2852,0.5668,0.3724,fish,0.99,82.71,2.68,24.49179,66.908805,265.72
IMG-004069,2025-09-20T04:13:46.383103Z,PING-016319,0.3678,0.0228,0.4963,0.1165,fish,0.79,265.36,1.72,25.159336,66.642931,334.96
IMG-004070,2025-09-04T11:59:16.443478Z,PING-005251,0.1143,0.3241,0.1909,0.3842,fish,0.99,192.49,3.05,25.516205,66.294677,306.37
IMG-004071,2025-09-15T01:32:20.576140Z,PING-019308,0.235,0.1935,0.3195,0.4428,buoy,0.65,93.95,2.6,24.5255,67.492946,83.59
IMG-004072,2025-09-12T14:19:29.513767Z,PING-006033,0.1513,0.1141,0.2576,0.2584,fish,0.88,292.0,3.62,24.795838,67.003677,189.74
IMG-004073,2025-09-12T20:44:19.808742Z,PING-019148,0.1337,0.275,0.1853,0.317,rock,0.73,335.96,1.49,24.683266,66.771911,334.21
IMG-004074,2025-09-15T05:53:38.832505Z,PING-006983,0.1669,0.3272,0.2025,0.4476,rock,0.74,209.28,0.18,25.218763,66.664082,130.28
IMG-004075,2025-09-12T00:43:45.674134Z,PING-008369,0.4138,0.2954,0.6088,0.3477,fish,0.75,248.63,1.95,24.969278,66.27642,23.67
IMG-004076,2025-09-07T15:23:44.358616Z,PING-002419,0.3546,0.5543,0.4266,0.6816,wreck,0.59,60.96,1.06,24.457517,66.865591,153.91
IMG-004077,2025-09-03T01:08:06.321217Z,PING-003260,0.2044,0.1296,0.2791,0.2292,buoy,0.91,298.54,0.12,25.082383,66.609387,28.77
IMG-004078,2025-09-17T19:50:57.507110Z,PING-014627,0.3329,0.0928,0.3875,0.1162,rock,0.5,67.06,0.96,24.353551,67.456927,4.58
IMG-004079,2025-09-01T13:23:12.835951Z,PING-009661,0.228,0.283,0.3387,0.3812,wreck,0.72,340.27,1.4,24.709763,65.8082,374.99
IMG-004080,2025-09-15T12:57:57.058935Z,PING-002629,0.2593,0.1098,0.2793,0.1819,rock,0.89,83.74,3.73,24.515352,67.18814,326.13
IMG-004081,2025-09-01T18:28:13.373690Z,PING-005390,0.204,0.2013,0.2429,0.2652,submersible,0.72,301.36,3.51,24.352118,66.667743,144.95
IMG-004082,2025-09-13T12:42:30.497905Z,PING-011555,0.2118,0.4047,0.2318,0.5231,fish,0.78,2.07,0.93,24.613481,67.703737,104.07
IMG-004083,2025-09-17T04:22:01.565781Z,PING-006255,0.0757,0.2842,0.1488,0.3261,submersible,0.89,81.44,1.64,24.817449,66.920024,332.37
IMG-004084,2025-09-01T07:56:41.097429Z,PING-002518,0.1607,0.088,0.3588,0.1511,rock,0.82,280.44,1.01,24.018394,66.775676,14.94
IMG-004085,2025-08-27T13:37:47.733216Z,PING-000192,0.4411,0.171,0.5075,0.3104,fish,0.87,327.91,1.3,23.405437,67.887209,118.7
IMG-004086,2025-08-29T16:46:18.639224Z,PING-004314,0.2673,0.101,0.3293,0.1799,rock,0.59,202.42,0.64,25.095841,67.316715,501.76
IMG-004087,2025-09-12T22:47:18.836549Z,PING-015545,0.4169,0.5125,0.5859,0.6186,rock,0.57,157.99,1.73,24.183443,67.081729,172.39
IMG-004088,2025-09-20T06:04:19.782320Z,PING-008610,0.4197,0.077,0.4647,0.2568,fish,0.81,88.02,2.14,24.695832,67.26446,256.44
IMG-004089,2025-08-27T02:52:06.458025Z,PING-003999,0.2646,0.332,0.2846,0.4975,fish,0.95,229.83,1.29,23.100489,66.769563,152.36
IMG-004090,2025-09-16T19:03:34.760819Z,PING-005826,0.5526,0.4063,0.6385,0.6722,fish,0.8,12.46,2.11,24.824212,66.947678,108.06
IMG-004091,2025-09-05T00:13:12.627686Z,PING-004635,0.1256,0.227,0.158,0.2536,rock,0.61,22.59,0.59,24.38303,66.716242,222.04
IMG-004092,2025-09-09T03:00:40.232214Z,PING-004394,0.203,0.5077,0.3237,0.535,rock,0.55,131.71,1.1,25.26399,67.259761,88.53
IMG-004093,2025-09-22T15:14:58.650583Z,PING-015380,0.3956,0.1174,0.4221,0.2537,buoy,0.45,356.24,1.35,25.408593,67.110095,87.18
IMG-004094,2025-09-04T17:29:24.837658Z,PING-018960,0.624,0.0768,0.6742,0.2519,fish,0.6,335.34,2.18,25.018262,66.466051,59.15
IMG-004095,2025-09-08T17:30:48.030154Z,PING-010816,0.1919,0.4267,0.2908,0.4844,rock,0.85,122.02,2.03,25.226301,66.47525,40.59
IMG-004096,2025-08-26T04:19:19.516443Z,PING-002115,0.2587,0.1418,0.4111,0.1956,buoy,0.56,192.02,2.35,24.877567,66.631079,165.07
IMG-004097,2025-08-28T05:13:18.579636Z,PING-000008,0.3798,0.3144,0.4467,0.3938,fish,0.99,172.12,1.17,24.932319,66.590106,125.42
IMG-004098,2025-09-02T12:39:24.101604Z,PING-006851,0.4082,0.1276,0.4798,0.2271,rock,0.8,270.81,3.12,24.749457,66.313901,347.53
IMG-004099,2025-08-26T14:31:27.705591Z,PING-012321,0.2668,0.4216,0.3147,0.4416,buoy,0.8,108.21,0.04,25.212968,66.940233,35.41
IMG-004100,2025-09-13T17:03:39.542500Z,PING-007333,0.3986,0.5229,0.6141,0.5791,fish,0.83,43.61,2.25,24.585992,66.425114,177.86
IMG-004101,2025-09-07T13:28:39.238213Z,PING-000221,0.468,0.0922,0.6057,0.1136,fish,0.96,147.08,2.19,25.565369,68.379651,52.17
IMG-004102,2025-09-11T05:08:07.062854Z,PING-006608,0.0603,0.5619,0.1602,0.8036,fish,0.96,59.18,3.5,24.769182,67.804297,177.05
IMG-004103,2025-08-31T00:13:00.203226Z,PING-014020,0.1079,0.1017,0.2019,0.2244,fish,0.99,297.7,1.43,24.791057,66.477422,302.94
IMG-004104,2025-09-03T15:32:30.517683Z,PING-003174,0.1545,0.1654,0.1893,0.3156,rock,0.94,169.72,2.69,24.740827,66.889611,415.43
IMG-004105,2025-09-14T16:25:27.736201Z,PING-000321,0.2842,0.564,0.4542,0.7313,fish,0.93,81.03,2.94,25.498171,67.51544,67.11
IMG-004106,2025-09-23T17:29:19.357033Z,PING-017198,0.391,0.1293,0.502,0.3095,submersible,0.69,326.59,1.96,24.688268,67.320726,63.58
IMG-004107,2025-08-27T06:46:14.974560Z,PING-006749,0.1116,0.2731,0.2116,0.3286,rock,0.78,232.43,0.55,24.738229,66.632325,12.02
IMG-004108,2025-09-21T11:32:50.857040Z,PING-005382,0.5755,0.4272,0.5958,0.4885,buoy,0.8,73.15,1.67,25.256828,66.437547,270.7
IMG-004109,2025-09-12T01:49:30.771182Z,PING-019791,0.5894,0.2334,0.719,0.4682,rock,0.82,12.49,0.52,24.699145,66.296698,80.72
IMG-004110,2025-09-11T16:29:34.214414Z,PING-019376,0.5908,0.4783,0.6815,0.4983,submersible,0.89,32.51,2.46,24.333462,66.496858,89.47
IMG-004111,2025-09-09T18:40:16.660642Z,PING-002369,0.0896,0.3313,0.2149,0.5024,rock,0.88,262.86,2.32,24.934081,66.794487,6.92
IMG-004112,2025-08-27T20:26:04.168047Z,PING-016315,0.456,0.1384,0.696,0.1584,buoy,0.6,185.82,0.34,24.707521,67.627285,219.74
IMG-004113,2025-08-28T11:10:55.497083Z,PING-000288,0.2535,0.2378,0.2735,0.3395,fish,0.8,93.92,1.27,25.306944,66.842132,130.27
IMG-004114,2025-09-12T19:07:38.616051Z,PING-003467,0.2395,0.2049,0.3745,0.2485,fish,0.56,145.34,0.69,24.076515,67.133259,100.23
IMG-004115,2025-09-04T23:57:39.314544Z,PING-014162,0.2416,0.4299,0.3608,0.5247,fish,0.68,148.9,1.73,24.910067,66.559922,294.0
IMG-004116,2025-09-22T06:54:13.525952Z,PING-007822,0.4556,0.192,0.5407,0.2688,rock,0.76,334.0,2.85,24.663194,65.966888,72.78
IMG-004117,2025-09-06T23:12:57.370219Z,PING-012122,0.4628,0.5232,0.5272,0.553,fish,0.8,144.57,2.25,24.207147,67.15718,118.25
IMG-004118,2025-08-30T01:38:00.238340Z,PING-000445,0.0963,0.0993,0.1509,0.2055,rock,0.58,9.99,1.42,24.237148,67.555837,311.62
IMG-004119,2025-09-16T05:04:05.913820Z,PING-004637,0.3844,0.1959,0.4888,0.3199,wreck,0.64,150.37,0.34,24.739488,66.930324,298.72
IMG-004120,2025-09-03T13:41:06.765758Z,PING-012433,0.1164,0.0782,0.2349,0.1878,buoy,0.46,181.41,2.8,24.017024,65.957142,343.97
IMG-004121,2025-09-10T12:48:33.734049Z,PING-004465,0.0356,0.1606,0.0628,0.2429,fish,0.89,327.68,0.9,24.553165,67.251163,42.03
IMG-004122,2025-09-15T16:54:37.277412Z,PING-007193,0.487,0.4039,0.5595,0.4842,buoy,0.64,192.84,1.9,25.470943,66.880282,138.93
IMG-004123,2025-09-21T18:39:39.273619Z,PING-007966,0.2337,0.427,0.3252,0.5523,rock,0.72,48.16,0.77,25.601907,67.1611,295.17
IMG-004124,2025-09-18T12:50:54.274309Z,PING-000895,0.2048,0.6274,0.2834,0.8373,fish,0.71,343.44,2.47,24.021591,66.7033,229.42
IMG-004125,2025-09-15T01:27:02.585309Z,PING-003208,0.1276,0.5273,0.1986,0.6194,rock,0.72,21.57,1.5,25.723004,67.607309,140.14
IMG-004126,2025-09-15T03:48:23.906151Z,PING-015029,0.0208,0.2491,0.0427,0.4752,fish,0.73,285.46,0.19,24.696361,66.730487,236.83
IMG-004127,2025-09-23T03:32:11.374714Z,PING-006818,0.3188,0.2096,0.3621,0.2487,fish,0.32,63.56,1.19,24.190276,67.05726,37.72
IMG-004128,2025-09-03T15:27:50.758094Z,PING-002528,0.6278,0.0649,0.6615,0.3093,mine_like_object,0.54,210.17,1.38,25.300863,66.996315,138.46
IMG-004129,2025-08-25T19:16:17.245540Z,PING-014177,0.2524,0.2111,0.2862,0.3148,rock,0.8,149.55,2.32,24.992723,66.744964,4.54
IMG-004130,2025-09-02T22:16:40.915343Z,PING-013360,0.2357,0.1597,0.3583,0.3763,rock,0.68,87.0,2.38,24.567229,66.398093,80.24
IMG-004131,2025-09-01T07:21:09.153376Z,PING-003484,0.4334,0.1846,0.5881,0.2752,fish,0.94,88.44,1.19,24.822468,67.097339,0.91
IMG-004132,2025-09-14T14:59:29.941998Z,PING-006199,0.1412,0.4545,0.2343,0.5353,rock,0.8,324.88,1.29,25.605427,66.399141,153.93
IMG-004133,2025-09-13T18:44:35.163975Z,PING-000831,0.4069,0.258,0.4269,0.3881,fish,0.72,251.74,0.82,23.876578,66.501213,124.05
IMG-004134,2025-09-12T13:45:46.601354Z,PING-000697,0.5593,0.0677,0.6442,0.1327,wreck,0.51,151.43,2.41,24.842463,65.392005,229.71
IMG-004135,2025-08-26T06:09:57.702182Z,PING-019510,0.2018,0.4375,0.2584,0.6172,fish,0.7,247.77,1.05,25.465848,66.909089,197.29
IMG-004136,2025-09-16T15:11:27.414519Z,PING-008470,0.2019,0.1211,0.3691,0.1411,buoy,0.56,258.17,1.17,24.760742,66.978417,83.81
IMG-004137,2025-09-04T11:24:45.526545Z,PING-017227,0.2869,0.4816,0.3069,0.5016,fish,0.8,123.76,0.96,25.006069,67.148216,207.61
IMG-004138,2025-09-14T17:18:39.820888Z,PING-011874,0.4143,0.6292,0.4495,0.7705,buoy,0.82,330.01,1.38,24.235901,67.028411,161.91
IMG-004139,2025-09-11T11:12:25.984061Z,PING-001792,0.209,0.4067,0.2715,0.5545,fish,0.56,284.78,0.31,24.577807,67.226419,142.87
IMG-004140,2025-09-05T01:14:13.256092Z,PING-017731,0.4761,0.3078,0.5514,0.4529,wreck,0.81,213.18,0.76,25.000818,66.439638,157.96
IMG-004141,2025-08-29T19:21:56.381717Z,PING-002764,0.5075,0.1061,0.5335,0.2681,fish,0.75,117.79,1.43,25.919859,66.165523,70.25
IMG-004142,2025-08-28T14:27:08.480119Z,PING-007884,0.3764,0.2008,0.5392,0.3109,fish,0.84,120.76,1.42,25.096208,67.589378,104.1
IMG-004143,2025-09-19T17:09:50.216810Z,PING-015392,0.6591,0.5452,0.7536,0.7045,fish,0.57,216.04,0.88,24.722089,67.376845,69.93
IMG-004144,2025-09-22T07:43:01.126458Z,PING-004081,0.1776,0.1994,0.2931,0.4248,rock,0.85,231.77,0.28,25.787582,66.867748,94.26
IMG-004145,2025-09-14T06:19:05.314596Z,PING-002986,0.2085,0.7299,0.2523,0.7713,buoy,0.86,192.55,0.47,24.853418,66.789754,24.42
IMG-004146,2025-08-28T20:56:35.923101Z,PING-013637,0.3362,0.3294,0.3729,0.4062,buoy,0.77,118.99,1.95,25.731928,67.085082,92.59
IMG-004147,2025-09-06T19:55:49.243557Z,PING-015469,0.2371,0.6836,0.3689,0.8315,fish,0.98,349.72,2.27,24.473564,66.559067,19.36
IMG-004148,2025-09-16T15:18:25.104056Z,PING-015242,0.3955,0.3229,0.4928,0.38,rock,0.81,203.74,1.11,24.359852,68.103861,118.66
IMG-004149,2025-09-18T03:56:30.428737Z,PING-009512,0.6143,0.4436,0.7928,0.5603,rock,0.75,306.87,1.34,25.252834,67.514079,262.27
IMG-004150,2025-08-29T07:35:17.366362Z,PING-000950,0.3894,0.1221,0.424,0.1912,fish,0.94,27.89,2.47,25.415921,67.076755,88.21
IMG-004151,2025-08-25T18:29:34.320630Z,PING-009224,0.1959,0.2131,0.309,0.3536,rock,0.68,280.21,2.12,25.293876,67.751452,263.3
IMG-004152,2025-09-16T03:12:33.920306Z,PING-010062,0.5066,0.0603,0.5756,0.1836,buoy,0.64,218.08,0.63,24.311781,67.172893,94.64
IMG-004153,2025-09-05T11:13:11.985539Z,PING-008454,0.1078,0.2385,0.1604,0.382,buoy,0.84,253.91,1.4,23.856728,66.240694,9.37
IMG-004154,2025-09-02T09:41:50.308938Z,PING-003686,0.4389,0.1228,0.523,0.2383,wreck,0.99,88.97,1.29,23.867903,66.186587,139.96
IMG-004155,2025-08-26T03:45:24.939077Z,PING-012457,0.0941,0.3096,0.1236,0.4314,fish,0.75,118.52,1.69,25.197273,66.366808,198.52
IMG-004156,2025-09-10T23:29:10.759709Z,PING-018719,0.4198,0.1774,0.5175,0.2684,buoy,0.7,40.66,0.35,24.425592,67.18037,154.35
IMG-004157,2025-09-20T07:17:57.403607Z,PING-009878,0.3819,0.516,0.4019,0.6352,buoy,0.95,255.72,0.11,24.254673,66.939783,12.29
IMG-004158,2025-09-23T11:57:55.924522Z,PING-014435,0.3757,0.327,0.4727,0.4586,fish,0.93,201.57,0.68,24.83791,66.129041,134.75
IMG-004159,2025-09-11T17:48:25.609373Z,PING-001402,0.3015,0.3143,0.4223,0.3523,fish,0.64,48.58,2.86,24.267063,66.701296,201.45
IMG-004160,2025-09-10T04:52:58.458885Z,PING-000979,0.1678,0.183,0.2505,0.3166,fish,0.49,193.4,1.8,25.228896,66.741884,48.94
IMG-004161,2025-08-28T07:42:40.848571Z,PING-008551,0.3429,0.2212,0.523,0.3557,rock,0.7,1.45,2.81,24.973129,66.19785,151.92
IMG-004162,2025-09-11T05:39:32.998981Z,PING-017741,0.2515,0.5194,0.3057,0.5505,fish,0.88,200.31,1.07,23.439857,67.114511,227.82
IMG-004163,2025-09-06T04:03:20.470061Z,PING-018232,0.4905,0.3679,0.5133,0.4118,fish,0.99,357.75,0.55,24.567268,67.23565,13.96
IMG-004164,2025-09-12T23:36:29.345433Z,PING-003183,0.1145,0.1821,0.2515,0.245,buoy,0.76,265.05,1.13,25.253817,66.556284,80.19
IMG-004165,2025-09-06T10:21:13.391079Z,PING-007955,0.3563,0.2656,0.5526,0.3578,submersible,0.68,41.23,0.85,25.850236,67.226826,157.49
IMG-004166,2025-09-01T23:29:10.025366Z,PING-002506,0.215,0.1964,0.3382,0.2987,rock,0.72,316.86,0.58,25.162344,66.794472,191.69
IMG-004167,2025-08-28T14:50:44.690775Z,PING-002413,0.2443,0.2402,0.2835,0.3403,fish,0.91,141.41,1.8,24.899322,66.142114,143.38
IMG-004168,2025-09-04T05:12:43.305757Z,PING-018137,0.3405,0.224,0.4025,0.2798,fish,0.65,45.2,1.94,24.375817,67.800946,203.6
IMG-004169,2025-08-28T16:03:18.107857Z,PING-004590,0.2358,0.4258,0.3604,0.5252,rock,0.48,119.38,0.85,25.222287,65.91276,26.71
IMG-004170,2025-08-31T01:50:11.593919Z,PING-013925,0.3449,0.2359,0.5199,0.3236,fish,0.94,257.22,1.78,25.084322,67.752448,55.74
IMG-004171,2025-09-24T09:21:10.020421Z,PING-002566,0.0725,0.4113,0.1613,0.5793,buoy,0.7,120.9,0.61,25.757246,67.177064,74.94
IMG-004172,2025-09-08T02:13:31.116885Z,PING-007479,0.2936,0.1951,0.4241,0.2151,rock,0.74,269.41,1.28,24.318327,67.368849,162.34
IMG-004173,2025-09-10T17:25:06.316164Z,PING-012573,0.2432,0.1217,0.2789,0.2617,fish,0.91,229.98,0.21,25.019334,66.739676,209.75
IMG-004174,2025-09-20T23:28:33.923870Z,PING-005633,0.0837,0.0298,0.2287,0.1324,fish,0.82,358.67,0.64,24.556343,67.349684,129.93
IMG-004175,2025-09-24T15:16:49.287455Z,PING-012872,0.166,0.2692,0.2384,0.3524,fish,0.81,316.44,1.77,24.310932,66.958405,119.45
IMG-004176,2025-09-12T06:01:30.550084Z,PING-005186,0.3004,0.3111,0.4766,0.5883,fish,0.9,56.65,1.54,23.606493,66.573984,61.62
IMG-004177,2025-09-19T03:27:06.841529Z,PING-018952,0.2987,0.2847,0.357,0.4418,fish,0.76,329.81,1.7,24.882878,67.349401,7.24
IMG-004178,2025-09-04T13:52:05.832464Z,PING-002167,0.3228,0.4922,0.3598,0.5889,rock,0.55,329.13,1.21,24.58295,66.367274,47.77
IMG-004179,2025-09-03T22:36:23.035086Z,PING-010141,0.3355,0.3372,0.4388,0.5735,buoy,0.74,158.6,1.74,25.623399,66.004541,251.32
IMG-004180,2025-09-06T20:25:02.742201Z,PING-010601,0.3895,0.4392,0.474,0.5791,buoy,0.76,279.82,0.04,25.16813,65.681471,86.14
IMG-004181,2025-09-14T22:40:33.522233Z,PING-001577,0.3111,0.1141,0.3311,0.1558,submersible,0.91,268.3,1.87,24.48753,66.50987,86.37
IMG-004182,2025-09-15T05:38:55.555932Z,PING-007588,0.4013,0.595,0.5062,0.6461,rock,0.62,14.52,3.89,24.335606,66.375124,185.49
IMG-004183,2025-09-04T05:26:35.311994Z,PING-001167,0.0219,0.2262,0.0525,0.4606,fish,0.58,18.2,3.33,25.573704,66.753868,91.57
IMG-004184,2025-08-29T18:22:54.820745Z,PING-001608,0.3866,0.4423,0.5506,0.4641,rock,0.64,179.64,1.23,24.920228,67.206026,46.98
IMG-004185,2025-09-13T17:47:45.794142Z,PING-010119,0.2797,0.5812,0.4349,0.6822,submersible,0.85,26.63,1.06,25.117452,66.11824,98.87
IMG-004186,2025-08-29T14:51:55.332176Z,PING-009716,0.4003,0.193,0.6343,0.3325,rock,0.76,156.3,1.39,24.389297,66.605694,125.99
